"id","conflict_new_id","conflict_name","country","best","type_of_violence","date"
561722,404,"Pakistan: Government","Afghanistan",2,1,2025-01-18
572555,404,"Pakistan: Government","Afghanistan",7,1,2025-03-28
584494,404,"Pakistan: Government","Afghanistan",18,1,2025-04-22
587018,404,"Pakistan: Government","Afghanistan",1,1,2025-07-05
592718,404,"Pakistan: Government","Afghanistan",3,1,2025-08-27
599182,404,"Pakistan: Government","Afghanistan",2,1,2025-10-09
600374,404,"Pakistan: Government","Afghanistan",5,1,2025-10-15
558821,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-01-01
560759,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-01-12
563752,484,"Government of Afghanistan - Civilians","Afghanistan",2,3,2025-01-22
563712,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-01-28
563770,484,"Government of Afghanistan - Civilians","Afghanistan",1,3,2025-02-01
567929,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-02-22
572560,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-03-23
572545,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-03-26
572541,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-03-31
579996,484,"Government of Afghanistan - Civilians","Afghanistan",1,3,2025-05-23
593129,484,"Government of Afghanistan - Civilians","Afghanistan",1,3,2025-05-24
581864,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-06-04
581688,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-06-05
583869,484,"Government of Afghanistan - Civilians","Afghanistan",1,3,2025-06-15
584863,484,"Government of Afghanistan - Civilians","Afghanistan",1,3,2025-06-20
584350,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-06-22
587015,484,"Government of Afghanistan - Civilians","Afghanistan",8,3,2025-06-30
585841,484,"Government of Afghanistan - Civilians","Afghanistan",5,3,2025-07-01
587613,484,"Government of Afghanistan - Civilians","Afghanistan",1,3,2025-07-07
597634,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-07-12
597632,484,"Government of Afghanistan - Civilians","Afghanistan",1,3,2025-07-25
593138,484,"Government of Afghanistan - Civilians","Afghanistan",1,3,2025-08-06
597597,484,"Government of Afghanistan - Civilians","Afghanistan",1,3,2025-08-21
597590,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-08-29
597569,484,"Government of Afghanistan - Civilians","Afghanistan",1,3,2025-09-26
597495,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-09-27
604748,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-11-21
605550,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-11-27
608971,484,"Government of Afghanistan - Civilians","Afghanistan",0,3,2025-12-26
574927,506,"IS - Civilians","Afghanistan",0,3,2025-04-14
583899,506,"IS - Civilians","Afghanistan",1,3,2025-06-14
563748,730,"Government of Pakistan - Civilians","Afghanistan",0,3,2025-01-31
599210,730,"Government of Pakistan - Civilians","Afghanistan",0,3,2025-10-13
584860,10134,"Hazara - Kochi","Afghanistan",1,2,2025-06-22
588330,10134,"Hazara - Kochi","Afghanistan",1,2,2025-07-29
604267,10134,"Hazara - Kochi","Afghanistan",1,2,2025-11-12
560727,11639,"Afghanistan - Pakistan","Afghanistan",1,1,2025-01-09
577035,11639,"Afghanistan - Pakistan","Afghanistan",0,1,2025-02-01
568998,11639,"Afghanistan - Pakistan","Afghanistan",1,1,2025-03-03
571617,11639,"Afghanistan - Pakistan","Afghanistan",0,1,2025-03-08
579395,11639,"Afghanistan - Pakistan","Afghanistan",7,1,2025-05-16
583881,11639,"Afghanistan - Pakistan","Afghanistan",1,1,2025-06-13
583880,11639,"Afghanistan - Pakistan","Afghanistan",2,1,2025-06-15
592717,11639,"Afghanistan - Pakistan","Afghanistan",1,1,2025-08-29
598273,11639,"Afghanistan - Pakistan","Afghanistan",1,1,2025-10-02
599211,11639,"Afghanistan - Pakistan","Afghanistan",12,1,2025-10-11
599062,11639,"Afghanistan - Pakistan","Afghanistan",48,1,2025-10-11
599086,11639,"Afghanistan - Pakistan","Afghanistan",2,1,2025-10-11
599101,11639,"Afghanistan - Pakistan","Afghanistan",8,1,2025-10-12
599183,11639,"Afghanistan - Pakistan","Afghanistan",11,1,2025-10-12
600380,11639,"Afghanistan - Pakistan","Afghanistan",40,1,2025-10-15
600420,11639,"Afghanistan - Pakistan","Afghanistan",1,1,2025-10-15
600406,11639,"Afghanistan - Pakistan","Afghanistan",1,1,2025-10-15
602965,11639,"Afghanistan - Pakistan","Afghanistan",9,1,2025-11-06
602987,11639,"Afghanistan - Pakistan","Afghanistan",2,1,2025-11-06
604652,11639,"Afghanistan - Pakistan","Afghanistan",10,1,2025-11-24
606080,11639,"Afghanistan - Pakistan","Afghanistan",6,1,2025-12-05
560733,13637,"Afghanistan: Islamic State","Afghanistan",0,1,2025-01-02
560730,13637,"Afghanistan: Islamic State","Afghanistan",1,1,2025-01-07
560725,13637,"Afghanistan: Islamic State","Afghanistan",2,1,2025-01-11
561702,13637,"Afghanistan: Islamic State","Afghanistan",1,1,2025-01-17
561687,13637,"Afghanistan: Islamic State","Afghanistan",2,1,2025-01-21
561692,13637,"Afghanistan: Islamic State","Afghanistan",1,1,2025-01-25
561697,13637,"Afghanistan: Islamic State","Afghanistan",1,1,2025-01-25
567462,13637,"Afghanistan: Islamic State","Afghanistan",20,1,2025-02-11
567454,13637,"Afghanistan: Islamic State","Afghanistan",4,1,2025-02-13
567920,13637,"Afghanistan: Islamic State","Afghanistan",0,1,2025-02-25
581686,13637,"Afghanistan: Islamic State","Afghanistan",0,1,2025-03-01
593137,13637,"Afghanistan: Islamic State","Afghanistan",1,1,2025-05-09
581644,13637,"Afghanistan: Islamic State","Afghanistan",4,1,2025-06-05
581645,13637,"Afghanistan: Islamic State","Afghanistan",2,1,2025-06-09
585839,13637,"Afghanistan: Islamic State","Afghanistan",2,1,2025-06-29
587017,13637,"Afghanistan: Islamic State","Afghanistan",1,1,2025-07-08
591135,13637,"Afghanistan: Islamic State","Afghanistan",1,1,2025-08-12
591123,13637,"Afghanistan: Islamic State","Afghanistan",1,1,2025-08-13
589938,13637,"Afghanistan: Islamic State","Afghanistan",4,1,2025-08-13
591121,13637,"Afghanistan: Islamic State","Afghanistan",3,1,2025-08-16
596329,13637,"Afghanistan: Islamic State","Afghanistan",5,1,2025-09-21
608752,14752,"Hazara - Pashtun","Afghanistan",1,2,2025-12-07
560750,333,"Afghanistan: Government","Afghanistan",0,1,2025-01-06
561728,333,"Afghanistan: Government","Afghanistan",1,1,2025-01-13
561704,333,"Afghanistan: Government","Afghanistan",1,1,2025-01-22
563594,333,"Afghanistan: Government","Afghanistan",2,1,2025-02-03
563619,333,"Afghanistan: Government","Afghanistan",2,1,2025-02-04
567469,333,"Afghanistan: Government","Afghanistan",0,1,2025-02-14
567481,333,"Afghanistan: Government","Afghanistan",0,1,2025-02-17
567475,333,"Afghanistan: Government","Afghanistan",0,1,2025-02-18
567474,333,"Afghanistan: Government","Afghanistan",0,1,2025-02-19
567473,333,"Afghanistan: Government","Afghanistan",0,1,2025-02-21
567934,333,"Afghanistan: Government","Afghanistan",1,1,2025-02-24
571607,333,"Afghanistan: Government","Afghanistan",0,1,2025-03-15
571608,333,"Afghanistan: Government","Afghanistan",0,1,2025-03-15
571609,333,"Afghanistan: Government","Afghanistan",0,1,2025-03-16
571600,333,"Afghanistan: Government","Afghanistan",0,1,2025-03-21
572554,333,"Afghanistan: Government","Afghanistan",0,1,2025-03-24
573648,333,"Afghanistan: Government","Afghanistan",0,1,2025-04-07
574946,333,"Afghanistan: Government","Afghanistan",0,1,2025-04-09
574939,333,"Afghanistan: Government","Afghanistan",0,1,2025-04-11
576352,333,"Afghanistan: Government","Afghanistan",0,1,2025-04-18
576675,333,"Afghanistan: Government","Afghanistan",0,1,2025-04-23
579378,333,"Afghanistan: Government","Afghanistan",0,1,2025-05-16
579997,333,"Afghanistan: Government","Afghanistan",0,1,2025-05-22
579995,333,"Afghanistan: Government","Afghanistan",8,1,2025-05-24
580830,333,"Afghanistan: Government","Afghanistan",0,1,2025-05-29
581865,333,"Afghanistan: Government","Afghanistan",2,1,2025-06-05
585843,333,"Afghanistan: Government","Afghanistan",2,1,2025-07-05
591134,333,"Afghanistan: Government","Afghanistan",0,1,2025-08-20
591133,333,"Afghanistan: Government","Afghanistan",0,1,2025-08-22
592725,333,"Afghanistan: Government","Afghanistan",1,1,2025-08-28
592726,333,"Afghanistan: Government","Afghanistan",5,1,2025-09-02
605455,333,"Afghanistan: Government","Afghanistan",0,1,2025-11-30
607409,333,"Afghanistan: Government","Afghanistan",0,1,2025-12-08
608970,333,"Afghanistan: Government","Afghanistan",0,1,2025-12-26
560735,333,"Afghanistan: Government","Afghanistan",0,1,2025-01-05
560723,333,"Afghanistan: Government","Afghanistan",0,1,2025-01-13
561696,333,"Afghanistan: Government","Afghanistan",1,1,2025-01-18
561695,333,"Afghanistan: Government","Afghanistan",0,1,2025-01-22
563588,333,"Afghanistan: Government","Afghanistan",0,1,2025-01-29
563586,333,"Afghanistan: Government","Afghanistan",0,1,2025-01-29
563585,333,"Afghanistan: Government","Afghanistan",0,1,2025-02-01
563583,333,"Afghanistan: Government","Afghanistan",0,1,2025-02-08
567468,333,"Afghanistan: Government","Afghanistan",0,1,2025-02-15
567465,333,"Afghanistan: Government","Afghanistan",1,1,2025-02-17
567466,333,"Afghanistan: Government","Afghanistan",0,1,2025-02-17
567463,333,"Afghanistan: Government","Afghanistan",0,1,2025-02-20
567918,333,"Afghanistan: Government","Afghanistan",0,1,2025-02-22
570703,333,"Afghanistan: Government","Afghanistan",0,1,2025-03-12
573644,333,"Afghanistan: Government","Afghanistan",0,1,2025-04-06
573643,333,"Afghanistan: Government","Afghanistan",0,1,2025-04-07
573640,333,"Afghanistan: Government","Afghanistan",0,1,2025-04-09
573641,333,"Afghanistan: Government","Afghanistan",0,1,2025-04-09
576348,333,"Afghanistan: Government","Afghanistan",0,1,2025-04-22
576347,333,"Afghanistan: Government","Afghanistan",0,1,2025-04-23
576648,333,"Afghanistan: Government","Afghanistan",0,1,2025-04-24
583852,333,"Afghanistan: Government","Afghanistan",0,1,2025-06-13
587019,333,"Afghanistan: Government","Afghanistan",0,1,2025-07-12
587608,333,"Afghanistan: Government","Afghanistan",0,1,2025-07-21
588314,333,"Afghanistan: Government","Afghanistan",0,1,2025-07-31
591132,333,"Afghanistan: Government","Afghanistan",0,1,2025-08-14
591130,333,"Afghanistan: Government","Afghanistan",0,1,2025-08-23
592724,333,"Afghanistan: Government","Afghanistan",0,1,2025-08-27
592720,333,"Afghanistan: Government","Afghanistan",0,1,2025-08-29
592721,333,"Afghanistan: Government","Afghanistan",0,1,2025-08-29
592719,333,"Afghanistan: Government","Afghanistan",0,1,2025-09-07
597410,333,"Afghanistan: Government","Afghanistan",0,1,2025-09-25
599076,333,"Afghanistan: Government","Afghanistan",0,1,2025-10-08
600384,333,"Afghanistan: Government","Afghanistan",0,1,2025-10-20
605432,333,"Afghanistan: Government","Afghanistan",0,1,2025-11-30
607407,333,"Afghanistan: Government","Afghanistan",0,1,2025-12-12
574905,333,"Afghanistan: Government","Afghanistan",1,1,2025-04-13
604651,333,"Afghanistan: Government","Afghanistan",1,1,2025-11-17
600372,404,"Pakistan: Government","Afghanistan",17,1,2025-10-17
584352,16610,"Pashtun - Tajik","Afghanistan",1,2,2025-06-20
599649,3,"XXX615","Algeria",29,1,2025-01-01
581798,3,"XXX615","Algeria",1,1,2025-05-15
581799,3,"XXX615","Algeria",1,1,2025-05-16
599644,3,"XXX615","Algeria",3,1,2025-09-08
599647,3,"XXX615","Algeria",6,1,2025-09-24
588238,4,"XXX540","Angola",29,1,2025-07-28
569061,475,"Government of Angola - Civilians","Angola",0,3,2025-02-28
573173,475,"Government of Angola - Civilians","Angola",0,3,2025-03-19
606232,475,"Government of Angola - Civilians","Angola",1,3,2025-11-22
569053,387,"Angola: Cabinda","Angola",0,1,2025-03-04
573166,387,"Angola: Cabinda","Angola",1,1,2025-03-13
577710,387,"Angola: Cabinda","Angola",4,1,2025-05-05
581377,387,"Angola: Cabinda","Angola",0,1,2025-05-15
592519,16664,"Mucubal - Nyaneka","Angola",12,2,2025-08-17
594111,16668,"Government of Antigua & Barbuda - Civilians","Antigua & Barbuda",1,3,2025-08-26
598764,5,"XXX160 - XXX160","Argentina",3,2,2025-09-19
597501,4264,"XXX160 - Civilians","Argentina",1,3,2025-01-03
597505,4264,"XXX160 - Civilians","Argentina",1,3,2025-01-06
597763,4264,"XXX160 - Civilians","Argentina",1,3,2025-01-13
597544,4264,"XXX160 - Civilians","Argentina",1,3,2025-01-14
597635,4264,"XXX160 - Civilians","Argentina",1,3,2025-01-15
597658,4264,"XXX160 - Civilians","Argentina",2,3,2025-01-15
597704,4264,"XXX160 - Civilians","Argentina",1,3,2025-01-21
597760,4264,"XXX160 - Civilians","Argentina",1,3,2025-01-26
597767,4264,"XXX160 - Civilians","Argentina",1,3,2025-01-28
597784,4264,"XXX160 - Civilians","Argentina",1,3,2025-01-30
597798,4264,"XXX160 - Civilians","Argentina",1,3,2025-02-10
597863,4264,"XXX160 - Civilians","Argentina",1,3,2025-02-11
597910,4264,"XXX160 - Civilians","Argentina",1,3,2025-02-27
598123,4264,"XXX160 - Civilians","Argentina",3,3,2025-03-10
606447,4264,"XXX160 - Civilians","Argentina",1,3,2025-03-10
597942,4264,"XXX160 - Civilians","Argentina",1,3,2025-03-11
597974,4264,"XXX160 - Civilians","Argentina",1,3,2025-03-21
598007,4264,"XXX160 - Civilians","Argentina",1,3,2025-03-30
598388,4264,"XXX160 - Civilians","Argentina",1,3,2025-04-02
598231,4264,"XXX160 - Civilians","Argentina",1,3,2025-04-13
598329,4264,"XXX160 - Civilians","Argentina",1,3,2025-04-23
598337,4264,"XXX160 - Civilians","Argentina",1,3,2025-04-26
598343,4264,"XXX160 - Civilians","Argentina",1,3,2025-04-29
598349,4264,"XXX160 - Civilians","Argentina",1,3,2025-05-02
598356,4264,"XXX160 - Civilians","Argentina",2,3,2025-05-05
598406,4264,"XXX160 - Civilians","Argentina",1,3,2025-05-14
598422,4264,"XXX160 - Civilians","Argentina",1,3,2025-05-23
598459,4264,"XXX160 - Civilians","Argentina",1,3,2025-05-27
598463,4264,"XXX160 - Civilians","Argentina",1,3,2025-05-31
598466,4264,"XXX160 - Civilians","Argentina",1,3,2025-06-01
598510,4264,"XXX160 - Civilians","Argentina",1,3,2025-06-09
598523,4264,"XXX160 - Civilians","Argentina",1,3,2025-06-10
598527,4264,"XXX160 - Civilians","Argentina",1,3,2025-06-11
598539,4264,"XXX160 - Civilians","Argentina",1,3,2025-06-12
598630,4264,"XXX160 - Civilians","Argentina",1,3,2025-06-19
598635,4264,"XXX160 - Civilians","Argentina",1,3,2025-06-22
598656,4264,"XXX160 - Civilians","Argentina",1,3,2025-06-24
598693,4264,"XXX160 - Civilians","Argentina",1,3,2025-07-10
598721,4264,"XXX160 - Civilians","Argentina",1,3,2025-07-17
605654,4264,"XXX160 - Civilians","Argentina",1,3,2025-07-23
598863,4264,"XXX160 - Civilians","Argentina",1,3,2025-08-06
598919,4264,"XXX160 - Civilians","Argentina",1,3,2025-08-19
598969,4264,"XXX160 - Civilians","Argentina",1,3,2025-08-24
598976,4264,"XXX160 - Civilians","Argentina",2,3,2025-08-25
598985,4264,"XXX160 - Civilians","Argentina",1,3,2025-08-30
599008,4264,"XXX160 - Civilians","Argentina",1,3,2025-09-16
599014,4264,"XXX160 - Civilians","Argentina",1,3,2025-09-24
599147,4264,"XXX160 - Civilians","Argentina",2,3,2025-09-27
599397,4264,"XXX160 - Civilians","Argentina",1,3,2025-09-30
599426,4264,"XXX160 - Civilians","Argentina",1,3,2025-10-04
599560,4264,"XXX160 - Civilians","Argentina",1,3,2025-10-15
601625,4264,"XXX160 - Civilians","Argentina",1,3,2025-10-31
604786,4264,"XXX160 - Civilians","Argentina",1,3,2025-11-16
604787,4264,"XXX160 - Civilians","Argentina",1,3,2025-11-16
604789,4264,"XXX160 - Civilians","Argentina",1,3,2025-11-16
606269,4264,"XXX160 - Civilians","Argentina",1,3,2025-12-06
609848,4264,"XXX160 - Civilians","Argentina",1,3,2025-12-11
609849,4264,"XXX160 - Civilians","Argentina",1,3,2025-12-11
607352,4264,"XXX160 - Civilians","Argentina",1,3,2025-12-12
606933,4264,"XXX160 - Civilians","Argentina",1,3,2025-12-14
609857,4264,"XXX160 - Civilians","Argentina",1,3,2025-12-18
609790,4264,"XXX160 - Civilians","Argentina",1,3,2025-12-25
609839,4264,"XXX160 - Civilians","Argentina",1,3,2025-12-31
609842,4264,"XXX160 - Civilians","Argentina",1,3,2025-12-31
597498,16775,"Los Monos - Civilians","Argentina",1,3,2025-01-01
598966,16775,"Los Monos - Civilians","Argentina",1,3,2025-01-04
597513,16775,"Los Monos - Civilians","Argentina",1,3,2025-01-10
597522,16775,"Los Monos - Civilians","Argentina",1,3,2025-01-10
597676,16775,"Los Monos - Civilians","Argentina",1,3,2025-01-19
597765,16775,"Los Monos - Civilians","Argentina",1,3,2025-01-26
597865,16775,"Los Monos - Civilians","Argentina",2,3,2025-02-12
597907,16775,"Los Monos - Civilians","Argentina",1,3,2025-02-26
597921,16775,"Los Monos - Civilians","Argentina",1,3,2025-03-04
597969,16775,"Los Monos - Civilians","Argentina",1,3,2025-03-16
597982,16775,"Los Monos - Civilians","Argentina",1,3,2025-03-21
598126,16775,"Los Monos - Civilians","Argentina",1,3,2025-04-01
598317,16775,"Los Monos - Civilians","Argentina",1,3,2025-04-18
598354,16775,"Los Monos - Civilians","Argentina",1,3,2025-05-03
598364,16775,"Los Monos - Civilians","Argentina",1,3,2025-05-06
598401,16775,"Los Monos - Civilians","Argentina",1,3,2025-05-13
598410,16775,"Los Monos - Civilians","Argentina",1,3,2025-05-15
598454,16775,"Los Monos - Civilians","Argentina",1,3,2025-05-26
598664,16775,"Los Monos - Civilians","Argentina",1,3,2025-06-24
598679,16775,"Los Monos - Civilians","Argentina",1,3,2025-06-30
598685,16775,"Los Monos - Civilians","Argentina",1,3,2025-07-06
598725,16775,"Los Monos - Civilians","Argentina",1,3,2025-07-08
598715,16775,"Los Monos - Civilians","Argentina",1,3,2025-07-14
598729,16775,"Los Monos - Civilians","Argentina",1,3,2025-07-21
598733,16775,"Los Monos - Civilians","Argentina",1,3,2025-07-24
598898,16775,"Los Monos - Civilians","Argentina",1,3,2025-08-06
598871,16775,"Los Monos - Civilians","Argentina",1,3,2025-08-11
598979,16775,"Los Monos - Civilians","Argentina",1,3,2025-08-28
598988,16775,"Los Monos - Civilians","Argentina",1,3,2025-09-14
599418,16775,"Los Monos - Civilians","Argentina",1,3,2025-10-03
599553,16775,"Los Monos - Civilians","Argentina",1,3,2025-10-15
600489,16775,"Los Monos - Civilians","Argentina",1,3,2025-10-21
602470,16775,"Los Monos - Civilians","Argentina",1,3,2025-11-04
602569,16775,"Los Monos - Civilians","Argentina",1,3,2025-11-08
605526,16775,"Los Monos - Civilians","Argentina",1,3,2025-11-19
606983,16775,"Los Monos - Civilians","Argentina",2,3,2025-12-13
609788,16775,"Los Monos - Civilians","Argentina",3,3,2025-12-23
563718,9,"XXX373","Azerbaijan",4,1,2025-02-03
564241,9,"XXX373","Azerbaijan",0,1,2025-02-03
564254,9,"XXX373","Azerbaijan",0,1,2025-02-03
610858,12,"XXX771 - XXX771","Bangladesh",5,2,2025-12-23
578997,487,"Government of India - Civilians","Bangladesh",1,3,2025-04-16
610813,4271,"XXX771 - Civilians","Bangladesh",1,3,2025-12-12
600472,4591,"Supporters of Awami League - Supporters of BNP","Bangladesh",4,2,2025-01-01
600474,4591,"Supporters of Awami League - Supporters of BNP","Bangladesh",2,2,2025-02-01
573255,4591,"Supporters of Awami League - Supporters of BNP","Bangladesh",2,2,2025-03-21
578733,4591,"Supporters of Awami League - Supporters of BNP","Bangladesh",3,2,2025-04-01
600477,4591,"Supporters of Awami League - Supporters of BNP","Bangladesh",1,2,2025-05-01
582132,4591,"Supporters of Awami League - Supporters of BNP","Bangladesh",1,2,2025-05-10
599902,4591,"Supporters of Awami League - Supporters of BNP","Bangladesh",1,2,2025-09-18
560821,322,"Bangladesh: Chittagong Hill Tracts","Bangladesh",1,1,2025-01-02
562708,10507,"Supporters of BNP - Supporters of Jamaat-e-Islami","Bangladesh",1,2,2025-01-12
578365,10507,"Supporters of BNP - Supporters of Jamaat-e-Islami","Bangladesh",1,2,2025-03-01
582348,10507,"Supporters of BNP - Supporters of Jamaat-e-Islami","Bangladesh",1,2,2025-06-05
600476,10513,"Supporters of Awami League - Supporters of Jamaat-e-Islami","Bangladesh",1,2,2025-05-01
610810,11898,"Supporters of Awami League - Supporters of BNP, Supporters of Jamaat-e-Islami","Bangladesh",0,2,2025-12-17
568797,11907,"PCJSS - UPDF","Bangladesh",1,2,2025-03-03
573220,11907,"PCJSS - UPDF","Bangladesh",1,2,2025-03-16
582344,11907,"PCJSS - UPDF","Bangladesh",1,2,2025-06-06
587996,11907,"PCJSS - UPDF","Bangladesh",4,2,2025-07-25
587999,11907,"PCJSS - UPDF","Bangladesh",1,2,2025-07-27
573336,13992,"ARSA - Civilians","Bangladesh",1,3,2025-03-14
573285,15805,"ARSA - RSO","Bangladesh",1,2,2025-03-04
573325,15805,"ARSA - RSO","Bangladesh",1,2,2025-03-08
573339,15805,"ARSA - RSO","Bangladesh",1,2,2025-03-16
586249,322,"Bangladesh: Chittagong Hill Tracts","Bangladesh",2,1,2025-07-03
568682,16497,"JGB - PBCP","Bangladesh",3,2,2025-02-21
573235,16551,"Supporters of Giasuddin Chowdhury - Supporters of Golam Khondokar","Bangladesh",1,2,2025-03-19
578372,16582,"Supporters of BNP - Supporters of NCP","Bangladesh",2,2,2025-03-01
578967,16585,"Supporters of Mohammad Ali Sarkar - Supporters of Shahidul Haque Manik","Bangladesh",1,2,2025-04-05
586197,16617,"Supporters of Babu-Mehedi - Supporters of Roni-Jafar","Bangladesh",1,2,2025-06-21
586202,16617,"Supporters of Babu-Mehedi - Supporters of Roni-Jafar","Bangladesh",1,2,2025-06-22
560395,13,"XXX53 - XXX53","Barbados",3,2,2025-01-01
560469,16,"XXX80 - XXX80","Belize",1,2,2025-01-09
590482,16,"XXX80 - XXX80","Belize",1,2,2025-08-01
592699,16,"XXX80 - XXX80","Belize",1,2,2025-08-31
598224,16,"XXX80 - XXX80","Belize",1,2,2025-09-28
598226,16,"XXX80 - XXX80","Belize",1,2,2025-09-28
565081,4275,"XXX80 - Civilians","Belize",2,3,2025-01-20
570536,4275,"XXX80 - Civilians","Belize",1,3,2025-02-10
590486,4275,"XXX80 - Civilians","Belize",2,3,2025-07-07
570531,16454,"BLC - PIV","Belize",1,2,2025-01-31
598221,16574,"MAC - GSB","Belize",1,2,2025-10-01
592685,16665,"PIV - Civilians","Belize",1,3,2025-08-27
607189,17,"XXX434","Benin",3,1,2025-12-07
606905,17,"XXX434","Benin",0,1,2025-12-07
569314,17,"XXX434 - XXX434","Benin",6,2,2025-02-23
569249,2001,"Government of Benin - Civilians","Benin",0,3,2025-02-07
578748,4276,"XXX434 - Civilians","Benin",2,3,2025-02-22
597962,4276,"XXX434 - Civilians","Benin",1,3,2025-09-20
569246,13968,"JNIM - Civilians","Benin",2,3,2025-02-06
601685,13968,"JNIM - Civilians","Benin",9,3,2025-10-17
559687,15256,"Benin: Government","Benin",30,1,2025-01-08
569180,15256,"Benin: Government","Benin",0,1,2025-01-21
572641,15256,"Benin: Government","Benin",0,1,2025-02-14
569152,15256,"Benin: Government","Benin",6,1,2025-02-15
590872,15256,"Benin: Government","Benin",0,1,2025-02-17
569157,15256,"Benin: Government","Benin",1,1,2025-02-26
569156,15256,"Benin: Government","Benin",0,1,2025-02-27
579237,15256,"Benin: Government","Benin",33,1,2025-04-17
576291,15256,"Benin: Government","Benin",34,1,2025-04-17
584645,15256,"Benin: Government","Benin",8,1,2025-06-03
586005,15256,"Benin: Government","Benin",10,1,2025-06-03
581318,15256,"Benin: Government","Benin",5,1,2025-06-04
592270,15256,"Benin: Government","Benin",0,1,2025-06-12
582411,15256,"Benin: Government","Benin",1,1,2025-06-12
586725,15256,"Benin: Government","Benin",0,1,2025-06-12
592271,15256,"Benin: Government","Benin",2,1,2025-06-14
592274,15256,"Benin: Government","Benin",0,1,2025-06-16
585869,15256,"Benin: Government","Benin",3,1,2025-06-18
592275,15256,"Benin: Government","Benin",0,1,2025-06-19
584630,15256,"Benin: Government","Benin",0,1,2025-06-24
585239,15256,"Benin: Government","Benin",3,1,2025-06-28
592277,15256,"Benin: Government","Benin",6,1,2025-06-30
589989,15256,"Benin: Government","Benin",3,1,2025-07-31
591188,15256,"Benin: Government","Benin",0,1,2025-08-22
596349,15256,"Benin: Government","Benin",0,1,2025-09-06
596350,15256,"Benin: Government","Benin",0,1,2025-09-06
596346,15256,"Benin: Government","Benin",3,1,2025-09-10
599347,15256,"Benin: Government","Benin",0,1,2025-09-15
601092,15256,"Benin: Government","Benin",3,1,2025-10-04
601525,15256,"Benin: Government","Benin",0,1,2025-10-04
601093,15256,"Benin: Government","Benin",2,1,2025-10-07
564439,22,"XXX140 - XXX140","Brazil",1,2,2025-01-01
574906,22,"XXX140 - XXX140","Brazil",1,2,2025-01-02
565199,22,"XXX140 - XXX140","Brazil",1,2,2025-01-02
565198,22,"XXX140 - XXX140","Brazil",1,2,2025-01-06
565195,22,"XXX140 - XXX140","Brazil",1,2,2025-01-08
564434,22,"XXX140 - XXX140","Brazil",1,2,2025-01-08
564435,22,"XXX140 - XXX140","Brazil",1,2,2025-01-08
564432,22,"XXX140 - XXX140","Brazil",1,2,2025-01-10
564433,22,"XXX140 - XXX140","Brazil",1,2,2025-01-11
564428,22,"XXX140 - XXX140","Brazil",1,2,2025-01-14
564426,22,"XXX140 - XXX140","Brazil",1,2,2025-01-14
564424,22,"XXX140 - XXX140","Brazil",1,2,2025-01-18
564422,22,"XXX140 - XXX140","Brazil",1,2,2025-01-20
564423,22,"XXX140 - XXX140","Brazil",1,2,2025-01-20
565191,22,"XXX140 - XXX140","Brazil",1,2,2025-01-20
565189,22,"XXX140 - XXX140","Brazil",1,2,2025-01-23
570785,22,"XXX140 - XXX140","Brazil",1,2,2025-01-26
565185,22,"XXX140 - XXX140","Brazil",1,2,2025-01-28
565182,22,"XXX140 - XXX140","Brazil",1,2,2025-01-29
565183,22,"XXX140 - XXX140","Brazil",1,2,2025-01-29
578123,22,"XXX140 - XXX140","Brazil",1,2,2025-01-30
564403,22,"XXX140 - XXX140","Brazil",1,2,2025-01-30
569034,22,"XXX140 - XXX140","Brazil",1,2,2025-02-02
570917,22,"XXX140 - XXX140","Brazil",1,2,2025-02-02
569030,22,"XXX140 - XXX140","Brazil",1,2,2025-02-03
569031,22,"XXX140 - XXX140","Brazil",1,2,2025-02-03
569032,22,"XXX140 - XXX140","Brazil",1,2,2025-02-03
570923,22,"XXX140 - XXX140","Brazil",1,2,2025-02-04
569029,22,"XXX140 - XXX140","Brazil",1,2,2025-02-05
570794,22,"XXX140 - XXX140","Brazil",1,2,2025-02-06
570756,22,"XXX140 - XXX140","Brazil",1,2,2025-02-07
571027,22,"XXX140 - XXX140","Brazil",1,2,2025-02-07
571054,22,"XXX140 - XXX140","Brazil",1,2,2025-02-07
569028,22,"XXX140 - XXX140","Brazil",1,2,2025-02-07
569710,22,"XXX140 - XXX140","Brazil",1,2,2025-02-10
570784,22,"XXX140 - XXX140","Brazil",1,2,2025-02-10
570755,22,"XXX140 - XXX140","Brazil",1,2,2025-02-11
569026,22,"XXX140 - XXX140","Brazil",1,2,2025-02-11
